공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC003651,서울시립청소년음악센터,1.0,공공(기타),,160.0,02-6956-1870,https://symc.or.kr/,서울특별시 양천구 남부순환로 657 (신정동),37.5105883,126.8428707,N,N,N,N,N,N,N,N,N,N,,,,,양천구,서울특별시
FC001896,클럽 코쿤 (COCOON CLUB) (폐관),1.0,민간(대학로 외),,1000.0,011-454-6526,http://club.cyworld.com/cocoonmusic,서울특별시 마포구 와우산로21길 31 (서교동),37.552471,126.922158,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002080,동덕여자대학교 백주년기념관,1.0,민간(대학로 외),,660.0,02-940-4000,,서울특별시 성북구 화랑로13길 60 (하월곡동),37.6063597,127.0418211,N,Y,N,N,N,Y,N,N,N,Y,,,,,성북구,서울특별시
FC003668,13블럭 소극장,1.0,민간(대학로 외),2023.0,60.0,010-7720-8607,https://www.instagram.com/play_block13/,경기도 고양시 일산동구 강촌로26번길 7-21 (백석동),37.6470888,126.7801102,N,N,N,N,N,N,N,N,N,Y,,,,,고양시,경기도
FC002278,스트레인지 프룻,1.0,기타(비공연장),,0.0,02-339-2919,,서울특별시 마포구 와우산로29길 64 (서교동),37.5562492,126.9267942,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000065,한국문화의집 KOUS,1.0,공공(기타),2003.0,230.0,02-3011-1788,http://www.kous.or.kr,서울특별시 강남구 테헤란로92길 12-9 (대치동),37.506784499999995,127.06046089999997,N,N,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC002147,안산상록수체육관,1.0,공공(기타),2013.0,2535.0,031-8085-7400,,경기도 안산시 상록구 용신로 422 (본오동),37.301135,126.8682284,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,안산시,경기도
FC002148,부천종합운동장,1.0,공공(기타),2001.0,34456.0,032-340-0872,https://www.best.or.kr/fmcs/304,경기도 부천시 소사로 482 (춘의동),37.5031507,126.7989319,Y,Y,Y,N,N,Y,Y,Y,N,Y,,,,,부천시,경기도
FC003653,갤러리 산수,1.0,민간(대학로 외),,0.0,070-8202-4787,https://www.gallerysansu.com/,경기도 고양시 일산동구 산두로213번길 28 (정발산동),37.6743259,126.779578,N,N,N,N,N,N,N,N,N,N,,,,,고양시,경기도
FC003233,스와뉴 스튜디오,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 월드컵로25길 69(망원동),37.5576097,126.9039155,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000804,가평문화예술회관,2.0,공공(문예회관),1998.0,891.0,031-8078-8076,https://www.gpfmc.or.kr/sub2/sub2_1-1.php,경기도 가평군 가평읍 문화로 131,37.825131,127.50623270000006,N,N,N,N,N,Y,N,Y,N,Y,,,,,가평군,경기도
FC003482,극단 제이와이,1.0,민간(대학로 외),,0.0,,https://theaterjy.modoo.at/,서울특별시 서대문구 신촌로 173-2 (대현동),37.5569788,126.9453455,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC001705,소셜베뉴 라움,3.0,민간(대학로 외),2010.0,1562.0,02-538-3366,https://www.theraum.co.kr/,서울특별시 강남구 언주로 564 (역삼동) 라움아트센터,37.5081914,127.0395701,Y,N,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC000082,CJ아지트 광흥창,1.0,민간(대학로 외),2009.0,250.0,02-3272-2616,https://www.cjazit.org/cjazit/1st,서울특별시 마포구 창전로 14 (신정동) CJ아지트,37.5442311,126.93044699999996,N,N,N,N,N,N,Y,N,N,N,,,,,마포구,서울특별시
FC003796,클럽 블랙 [홍대],1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 와우산로 70 (서교동),37.5506993,126.923311,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003786,원더랜드뮤직,1.0,민간(대학로 외),,50.0,,,서울특별시 서대문구 연희맛로 1 (연희동),37.5658849,126.9280928,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC002364,그랜드하얏트서울,3.0,기타(비공연장),2019.0,715.0,02-797-1234,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-seoul/selrs,서울특별시 용산구 소월로 322 (한남동),37.5395421,126.997814,Y,Y,N,N,N,Y,N,N,N,Y,,,,,용산구,서울특별시
FC002358,카페쇼파르,1.0,기타(비공연장),,0.0,,,서울특별시 마포구 독막로6길 15 (합정동),37.5473196,126.9175644,N,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003782,윈드밀,1.0,기타(비공연장),,0.0,,,서울특별시 용산구 원효로 13 (청암동),37.534667,126.9461147,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002083,인천아시아드주경기장,1.0,공공(기타),2014.0,29376.0,032-456-2100,https://www.insiseol.or.kr/sport/asiad/,인천광역시 서구 봉수대로 806 (연희동),37.5465314,126.6639609,N,N,N,N,N,Y,Y,N,N,Y,,,,,서구,인천광역시
FC002215,탈영역우정국,1.0,기타(비공연장),2015.0,80.0,02-336-8553,http://ujeongguk.com/,서울특별시 마포구 독막로20길 42 (창전동),37.5469478,126.9275954,N,N,N,N,N,N,N,Y,N,N,,,,,마포구,서울특별시
FC002003,DS ART HALL(창선당),1.0,민간(대학로 외),2014.0,137.0,02-2262-0144,http://www.changseondang.com,서울특별시 종로구 청계천로 279 (종로6가),37.5703955,127.0089108,Y,Y,N,N,N,Y,Y,Y,N,Y,,,,,종로구,서울특별시
FC003608,성균관대학교 경영관 소극장,1.0,민간(대학로 외),,0.0,02-760-0114,https://www.skku.ac.kr/,서울특별시 종로구 명륜3길 35-22 (명륜3가),37.588747,126.9919276,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002214,버텀라인,1.0,민간(대학로 외),1983.0,60.0,032-766-8211,https://www.facebook.com/clubbottomline,인천광역시 중구 신포로23번길 23 (중앙동4가),37.471587,126.6235775,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC001945,드림홀,1.0,민간(대학로 외),2014.0,150.0,010-6213-0001,https://cafe.naver.com/dreamlivehall,서울특별시 마포구 양화로 64 (서교동),37.5503019,126.9159023,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC002055,NC소극장 [안산고잔],1.0,민간(대학로 외),,200.0,031-414-2100,https://blog.naver.com/manimani_ansan,경기도 안산시 단원구 광덕대로 194 (고잔동),37.3138933,126.8310464,Y,Y,Y,Y,Y,Y,N,N,N,Y,,,,,안산시,경기도
FC002353,다락스페이스,1.0,민간(대학로 외),,40.0,070-4402-6660,https://www.darakspace.com/,서울특별시 성동구 성수이로7길 24 (성수동2가),37.5414433,127.0543764,Y,Y,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC003504,기지촌여성평화박물관 일곱집매,1.0,기타(비공연장),,0.0,031-618-5535,,경기도 평택시 팽성읍 안정순환로126번길 25-4,36.9608545,127.0425407,N,N,N,N,N,N,N,N,N,N,,,,,평택시,경기도
FC003773,멜랑슈 스튜디오,1.0,기타(비공연장),,0.0,,,서울특별시 성북구 아리랑로2길 5 (동선동4가) 2층,37.5933135,127.0167424,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC002291,매직스트로베리사운드,1.0,기타(비공연장),,30.0,02-336-5422,http://www.msbsound.com/,서울특별시 마포구 와우산로29길 13,37.5552199,126.9291628,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002651,1M SPACE (폐관),1.0,민간(대학로 외),2019.0,55.0,,https://yellowclip.space/,서울특별시 서대문구 연세로4길 27 (창천동),37.5576008,126.9381984,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC001987,더켠 소극장,1.0,민간(대학로 외),2015.0,64.0,010-2878-9648,https://blog.naver.com/PostList.nhn?blogId=thekyun_theatre,서울특별시 강북구 도봉로13가길 6 (미아동),37.614822,127.0291132,N,N,N,N,N,N,N,N,N,N,,,,,강북구,서울특별시
FC003762,루프탑 투게더,1.0,기타(비공연장),,0.0,,https://www.instagram.com/rooftop_twogether,서울특별시 마포구 양화로21길 31 (동교동),37.5595016,126.9244982,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001629,일신홀,1.0,민간(대학로 외),2009.0,189.0,02-790-3364,http://ilshinhall.com/,서울특별시 용산구 한남대로 98 (한남동),37.5372055,127.00552319999996,N,N,N,N,N,N,N,N,N,Y,,,,,용산구,서울특별시
FC001988,덜위치 칼리지 서울 영국학교,1.0,기타(비공연장),2010.0,300.0,02-3015-8500,https://seoul.dulwich.org/,서울특별시 서초구 신반포로15길 6 (반포동),37.5041723,126.9954219,N,N,N,N,N,Y,N,N,N,Y,,,,,서초구,서울특별시
FC003456,경민현대미술관,1.0,기타(비공연장),,0.0,,,"경기도 의정부시 시민로 24 (의정부동, 신도 아크라티움)",37.737859,127.037805,N,N,N,N,N,N,N,N,N,N,,,,,의정부시,경기도
FC001628,서울마포음악창작소(구.뮤지스땅스),1.0,민간(대학로 외),2014.0,50.0,02-313-7865,https://www.facebook.com/musistance,서울특별시 마포구 마포대로 238 (아현동) 지하,37.5551663,126.95762100000002,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001982,로로스페이스,1.0,민간(대학로 외),2018.0,50.0,02-3443-5702,https://rorospace.modoo.at/,서울특별시 서초구 사평대로8길 6-3 (반포동),37.497703,126.9910847,N,N,N,N,N,N,N,N,N,Y,,,,,서초구,서울특별시
FC002088,문래재즈IN,1.0,민간(대학로 외),2012.0,60.0,02-2633-3025,https://blog.naver.com/mullaejazz,서울특별시 영등포구 도림로 475 (문래동4가),37.5161339,126.8906595,Y,Y,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC003370,생츄어리(sanctuary),1.0,기타(비공연장),,0.0,,,서울특별시 마포구 월드컵북로 65(성산동),37.5596874,126.9165925,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002625,보광극장,1.0,민간(대학로 외),2017.0,30.0,010-6246-2449,https://bktheater.modoo.at/,서울특별시 용산구 장문로19길 4 (보광동),37.5260989,126.9977628,N,N,N,N,N,N,N,N,N,Y,,,,,용산구,서울특별시
FC000890,롯데백화점 [구리],1.0,민간(대학로 외),2011.0,96.0,031-550-7580,,경기도 구리시 경춘로 261 (인창동),37.6026812,127.14377880000006,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,,구리시,경기도
FC003852,Naked Coffee,1.0,기타(비공연장),,50.0,010-7731-6865,,서울특별시 성동구 뚝섬로3길 13 (성수동1가),37.5413859,127.0492075,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC002663,NCD홀,1.0,민간(대학로 외),2019.0,40.0,031-717-4033,https://ncdhall.modoo.at/,경기도 성남시 분당구 방아로23번길 10 (이매동),37.3993087,127.1314166,N,N,N,N,N,N,N,N,N,N,,,,,성남시,경기도
FC003849,와우산레코드,1.0,민간(대학로 외),,0.0,,,"서울특별시 서대문구 홍제천로6길 11 (연희동, 아인빌딩)",37.5739601,126.9252081,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC003855,송해아트홀,1.0,민간(대학로 외),2024.0,232.0,070-7790-0515,http://songhae.kr/?page_id=2509,서울특별시 구로구 경인로 611-17 (신도림동),37.5069406,126.8835704,N,N,N,N,N,N,N,N,N,Y,,,,,구로구,서울특별시
FC001940,2001 아울렛키즈홀 [구로],1.0,민간(대학로 외),2008.0,100.0,02-2093-5093,https://2001gurohall.modoo.at/?link=4ky4bxbz,서울특별시 구로구 중앙로1길 36 (고척동),37.4981036,126.8626627,Y,Y,Y,N,N,Y,N,N,Y,Y,,,,,구로구,서울특별시
FC002588,씨어터 쿰,1.0,민간(대학로),,111.0,02-6085-0015,,서울특별시 종로구 창경궁로 253-7 (명륜2가),37.5844442,126.9994928,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001478,아르떼홀,1.0,민간(대학로 외),2013.0,180.0,02-2128-3366,http://www.arte.co.kr/home/hall,서울특별시 마포구 양화진4길 32 - 0 (주)이토마토,37.5475608,126.91062390000002,N,N,N,N,N,Y,Y,Y,N,Y,,,,,마포구,서울특별시
FC000841,콘텐츠박스(구. 르메이에르 씨어터),1.0,민간(대학로),2006.0,196.0,02-747-2232,,서울특별시 종로구 동숭길 55 (동숭동),37.5807178,127.00416599999994,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002069,서울혁신파크,2.0,공공(기타),2014.0,250.0,02-389-7512,https://www.innovationpark.kr/,서울특별시 은평구 통일로 684 (녹번동),37.6079916,126.9331536,Y,Y,N,N,Y,Y,Y,Y,N,Y,,,,,은평구,서울특별시
FC000666,문산행복센터,2.0,공공(문예회관),2011.0,563.0,031-950-1800,https://pajucf.or.kr:446/munsan/facility.php,경기도 파주시 문산읍 통일로 1680,37.8567239,126.7909181,Y,N,N,Y,Y,Y,N,Y,N,Y,,,,,파주시,경기도
FC001226,극장 동국,1.0,민간(대학로),2014.0,82.0,02-747-5296,https://www.facebook.com/PalyDongGuk,서울특별시 종로구 창경궁로 259,37.584514899999995,127.0000258,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003892,옥타바리움 라이브홀,1.0,민간(대학로 외),,70.0,,https://octavarium.modoo.at/,서울특별시 마포구 와우산로18길 16 (서교동),37.5509163,126.9238938,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004422,아르코 꿈밭극장,1.0,공공(기타),2024.0,169.0,02-3668-0007,https://theater.arko.or.kr/,서울특별시 종로구 대학로12길 46 (동숭동),37.582042,127.003731,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003844,클럽 일마레,1.0,민간(대학로 외),,0.0,,https://www.instagram.com/club_ilmare/,서울특별시 마포구 포은로 75 (망원동),37.5538237,126.9055679,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003847,위크앨리,1.0,기타(비공연장),,25.0,010-7273-9577,,서울특별시 종로구 계동길 77 (계동),37.5807718,126.986622,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002583,복합문화공간 미인도,1.0,민간(대학로 외),2015.0,50.0,070-8644-8120,https://www.facebook.com/miarigoga,서울특별시 성북구 동소문로28길 36 (동선동3가),37.5954885,127.0205995,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001405,GBB스페이스홀 (구. 임혁필소극장),1.0,민간(대학로 외),2012.0,100.0,02-541-0772,,서울특별시 마포구 포은로 14 (합정동),37.5493807,126.90933889999997,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000741,윈씨어터(구. 대학로갈갈이홀),1.0,민간(대학로),2004.0,168.0,02-3661-8802,http://www.ggfamily.co.kr/,서울특별시 종로구 대학로8가길 111 (동숭동),37.5809987,127.0035232,N,N,Y,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002708,룸어씨어터,1.0,민간(대학로),,130.0,010-7695-2335,,서울특별시 종로구 대학로8가길 30 (동숭동),37.582294,127.0025606,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003831,아이다호,1.0,민간(대학로 외),,50.0,,,서울특별시 마포구 동교로 39 (망원동),37.5527761,126.9066057,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001235,대학로 A아트홀(구. 신연아트홀),1.0,민간(대학로),2005.0,210.0,070-8270-3337,,서울특별시 종로구 동숭길 143 (동숭동),37.583226,127.00242409999998,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002742,극단 작은곰 연습실,1.0,민간(대학로 외),,0.0,010-3005-0687,https://jagunkom.modoo.at/,서울특별시 강남구 일원로3길 28 (일원동),37.4917745,127.082716,Y,Y,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC000227,미마지아트센터,3.0,민간(대학로),2008.0,382.0,02-6404-5005,http://www.mimagi.com/,서울특별시 종로구 혜화로 17 (명륜1가),37.5870645,126.99977209999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002199,오드 포트(ODE PORT),1.0,민간(대학로 외),2018.0,70.0,02-512-4092,,서울특별시 강남구 도산대로25길 15-10 (신사동),37.5206578,127.0263074,N,Y,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC000221,파랑새극장(구. 샘터파랑새극장),2.0,민간(대학로),1984.0,503.0,02-744-0015,http://www.parangsae.theater,서울특별시 종로구 대학로 116 (동숭동),37.5815334,127.00241119999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003973,쉘터 & 페이퍼 (SHELTER & PAPER),2.0,민간(대학로 외),,0.0,,https://www.instagram.com/paper.seoul/,서울특별시 용산구 이태원로27가길 37 (이태원동),37.5348765,126.9930999,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC001119,삼형제극장(환상극장),1.0,민간(대학로),2009.0,130.0,02-6326-1333,http://cafe.naver.com/teum2013,서울특별시 종로구 이화장길 72 (동숭동),37.5784601,127.00463309999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002453,판시어터,1.0,민간(대학로 외),,388.0,02-2125-4010,,서울특별시 종로구 삼일대로 386 (관철동),37.5689393,126.9882324,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001100,도곡2문화센터,1.0,공공(기타),2010.0,138.0,02-2176-0743,,서울특별시 강남구 남부순환로378길 34-9 (도곡동),37.4837128,127.04643740000006,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,강남구,서울특별시
FC004130,동성고등학교,1.0,민간(대학로),,0.0,02-3671-9100,,서울특별시 종로구 대학로 156 (혜화동),37.58497,127.0030976,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000576,NH아트홀,1.0,민간(대학로 외),2011.0,406.0,02-3143-5959,http://www.fanta-stick.co.kr/kor/fs1.html,서울특별시 중구 통일로 120 (충정로1가),37.5658125,126.9675261,N,N,N,N,N,Y,N,Y,N,Y,,,,,중구,서울특별시
FC001209,공간아울,1.0,민간(대학로),2010.0,172.0,02-3675-0116,,서울특별시 종로구 대학로 120 (동숭동),37.5818372,127.00227960000008,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003832,실험무대702,1.0,민간(대학로 외),,50.0,,,서울특별시 서대문구 홍제천로 116 (연희동),37.5751406,126.9269318,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC003920,신세계백화점 본점,1.0,민간(대학로 외),,0.0,,,서울특별시 중구 소공로 63 (충무로1가),37.560919,126.980979,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC002743,엠파이브(M5) 방송센터,1.0,민간(대학로 외),2016.0,300.0,00-1577-4196,http://mfive.tv/,경기도 파주시 문발로 220 (문발동),37.7138547,126.6878029,Y,Y,N,N,N,N,N,N,N,Y,,,,,파주시,경기도
FC002650,성음아트센터,3.0,민간(대학로 외),2019.0,372.0,031-703-2064,http://searts.or.kr/,경기도 성남시 분당구 판교역로14번길 15 (백현동),37.3850359,127.1109981,N,Y,N,N,N,N,N,N,N,N,,,,,성남시,경기도
FC002690,구세군아트홀,1.0,민간(대학로 외),,529.0,,,서울특별시 서대문구 충정로 7 (충정로3가),37.5601124,126.9622821,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC003899,SX Seoul,1.0,민간(대학로 외),,0.0,,https://www.instagram.com/sxseoul/,서울특별시 용산구 이태원로 208 (한남동),37.5345405,126.9970562,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC001682,민송아트홀 (구. 브로드웨이아트홀),2.0,민간(대학로),2017.0,466.0,02-766-8134,http://www.semyung.ac.kr/smenter/sub05_01.do,서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 6층,37.5839463,127.00204540000004,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000163,게릴라극장 (폐관),1.0,민간(대학로),2006.0,75.0,02-763-1268,http://www.doyoart.com/guerilla/,서울특별시 종로구 혜화로6길 9 (혜화동),37.5874116,127.00043549999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001251,순위아트홀(구. 네오아트홀) [강남],1.0,민간(대학로 외),2013.0,216.0,070-8857-4085,,서울특별시 서초구 강남대로 439 (서초동) 유화빌딩,37.5014992,127.02535490000002,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC002579,연희정원,1.0,민간(대학로 외),,90.0,02-2066-0010,http://yeonhuijw.com,서울특별시 서대문구 연희로11라길 10-8 (연희동),37.5684905,126.9303636,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC004116,재난피해자권리센터 우리함께,1.0,기타(비공연장),,0.0,,,서울특별시 중구 창경궁로 6 (충무로5가),37.5629291,126.9988258,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC003285,송도센트럴파크호텔,1.0,기타(비공연장),,0.0,,http://www.centralparkhotel.co.kr/,인천광역시 연수구 테크노파크로 193(송도동),37.3905141,126.6374027,N,N,N,N,N,N,N,N,N,N,,,,,연수구,인천광역시
